text,sentiment
I planned and booked a surprise trip for my anniversary and I can't wait to tell my spouse. ,excited
I am looking forward to next week. I am going to be off of work,excited
I've never had a lust for life like I do these days.  I literally wake up every day stoked that I'm living my dreams and can't wait to see how much money I can make,excited
I am so full of anticipation!  School starts on Monday!,excited
I am really looking forward to fall already ,excited
word are not enough to express how happy I am about my new car,excited
I cannot wait to receive this package that I ordered. It should be getting here tomorrow. It is a gift for my nephew.,excited
I just can't wait for this weekend.,excited
I was wanting my morning cup of coffee before I even went to bed last night.,excited
christmas_comma_ the holidays in general this year in my new home. ,excited
I can't wait for the movie Mile 22 to come out. I love seeing UFC fighters in movies!,excited
I got some BHB salts that are for keto in the mail today and I am VERY intrigued and couldn't wait to try them! I sometimes eat too many carbs or sugar now and again and wanted a way to get back in too ketosis quicker.,excited
I am getting a promotion in the coming month. All the hard work paid off!!,excited
I can't wait till the weekend! I'm going to a waterpark!,excited
I will be travelling to Europe on September,excited
I remember when I bought my first car_comma_ it feels just like yesterday.,excited
I am ready for the Frozen Four.,excited
I've been working so much lately. I have two beach trips coming up in September and I can't wait!,excited
I had a job interview yesterday and it went great_comma_ so I'm expecting for them to call soon.  I look forward to working for that company_comma_ since it seem really nice.,excited
MY son is getting evaluated wednesday so he can start school early.,excited
I'm starting my junior year in college in a month. I am so excited. I can't wait.,excited
My wife and I took a 3 week trip to New Zealand last year.,excited
I could not wait to start school this past semester. I just wanted to learn,excited
We are buying a new car today,excited
I am waiting intensely for a call back for a new job!  I figure I have it!,excited
I have felt this way when waiting for my son to be born.,excited
My wife and I going on vacation to Maine this fall_comma_ and I'm very excited for it.,excited
I get to take my teenage daughter shopping for school clothes. This is going to be fun,excited
I texted one of my old buddies from years and years ago and he not only responded_comma_ but we met up for lunch yesterday and had a great time! Now we're gonna hang out again on Sunday and I'm so pumped!,excited
School starts back in 2 weeks.  I'm really looking forward to meeting my new students.,excited
I am ready for my prom.,excited
i got madden today i cant wait to play it,excited
My wife want to divorce. I need to prepare myself to not be in very bad financial situation.,excited
I recently got a $50 gift card that I'm really looking forward to using. ,excited
I am waiting on to see my son talk,excited
Dove season opens next weekend.,excited
I was waiting on my best friend to come over so we could watch a movie but she did not show up,excited
There's a battle of the bands going on. I hope my favorite band gets so far.,excited
I remember waiting for the Nintendo Switch to come out_comma_ I was so excited_comma_ I still love using it every day!,excited
ON the first day of Highschool I walked in with a huge smile on my face,excited
I will be going to New York in a couple weeks to visit my best friend. I have not seen her in almost 5 years. I have been saving up for this trip for a long time. I can't wait!,excited
I am ready for my vacation in late August.,excited
i cant wait until next week!,excited
My grades are coming back this week and I can't wait.,excited
My big soccer game is tomorrow. So excited that I can't even sleep.,excited
School is going to start in a few weeks. Not looking forward to it.,excited
I start my new job tomorrow! I have never been so hyped!,excited
We planned a trip to the Bahamas and we leave in 3 days. I can't wait!,excited
I'm picking up my new puppy on Saturday!,excited
I was waiting for nearly 2 entire months for the results of a test that I prepared for a long time to take.,excited
to get my check in the mail ,excited
I have a feeling I'm going to be getting a new car soon.,excited
I want to go to a concert this weekend_comma_ it's a singer I liked a long time ago,excited
Svhool is in two days. I have never been more happy,excited
next week ! ,excited
I could not wait till my brother got home last night. We were going to get steaks,excited
I bought a few $3 lottery tickets at the store just for fun one night knowing I probably would not win a thing. I won $50_comma_000 to my surprise!,excited
i got madden today i cant wait to play it,excited
I am going on a cruise next month with some friends. I cannot wait!,excited
I was promoted to a managerial level in my company,excited
I cannot wait for the newest Pokemon game_comma_ it looks amazing to me!,excited
I'm waiting for my friend at the airport. We've been waiting to go on this trip for a while.,excited
My birthday is tomorrow. I am so stoked!,excited
I am getting ready to make reservations at the beach for next month for a whole week. I can't wait. ,excited
I cant wait for a few more weeks to go by so I can be debt free_comma_ and hopefully happier! ,excited
im going to a show on sunday! i expect it to be very good,excited
Leaving for Florida in a couple weeks,excited
Florida vacation coming up!,excited
I am going back to college in August and last year I stayed in the freshman dorms. This year_comma_ I'm staying in this super nice_comma_ brand new facility and I can't wait!,excited
I am counting the days until I go on vacation.  I can't wait!  I am going to Europe for a month.,excited
I was happy when my dog returned!,excited
I won $200 on a lottery ticket.,excited
I'm excited to start on a new website design tomorrow.  Our company landed a big deal with a local car dealership!,excited
I get to go to Greece in a few weeks! I've been wanting to go there forever,excited
Tomorrow I am going to a Nascar race with my family. I am so stoked.,excited
I'm looking forward to the new Mexican restaurant opening up.  I just can't wait.,excited
Sunday will be so fun_comma_ I can't wait!,excited
my son is coming to visit ,excited
I am looking forward to my new job.  I can't wait to start.,excited
i was happy to see my dog had returned home,excited
I feel excited that the new footbal season is about to start. I own a team in spain and want to see them do well.,excited
I cannot wait for the new super smash bros for the nintendo switch,excited
I am super excited for the new super smash bros game_comma_ do you like the series?,excited
I'm entering a music contest with my friends. This is our first!,excited
Going on a date with my crush this weekend. I'm kinda nervous!,excited
My wife and I took a 3 week trip to New Zealand last year.,excited
looking for a mailed check that hasn't yet arrived. i needed it before i left town for a weekend.,excited
I can't wait to go on vacation!,excited
I'm going to building a gaming pc. This is my first time.,excited
I am getting to go to my favorite cupcake bakery and I am feeling this way.,excited
I can't wait for school to start in 2 weeks. I need a break from my  kiddos.,excited
I got happy when I knew I was going to six flags. I could not wait,excited
I'm really excited that football season is right around the corner. I'm ready to see what my favorite teams will do this season. ,excited
I planned and booked a surprise trip for my anniversary and I can't wait to tell my spouse. ,excited
I am finally getting to go to the Harry Potter attraction at Universal Studios!  I love the movies and can hardly wait!,excited
i was upset when i couldnt go home on time,excited
the concert i am going to on sunday should be awesome!,excited
My cats are at the vet getting checked out_comma_ they've both been fairly ill recently and I'm wishing them the best! They're all the pets I have right now.,excited
I am very excited to play the new pokemon game coming out for the nintendo switch soon,excited
I am waiting to hear back about a job interview_comma_ I hope i get the job!,excited
Can't wait to go the movies tonight with my family_comma_ I love family movie night!,excited
This Sunday my family and I are going on a trip to the lake to go fishing. I'm looking forward to it as I haven't been fishing in a long time.,excited
i am going to a show this weekend_comma_ i expect it to be awesome,excited
I am looking forward to the new pizza joint opening here.  I can't wait to try it.,excited
A time when I felt excited was when I was waiting for Black Friday to purchase a new surround sound system.,excited
I have a dentist appointment next week. I am not looking forward to it. I don't want to go!,excited
Gareth Bale played his best in the champion's league final. I was thrilled after I watched his game.,excited
gonna try out a fried twinkie ,excited
I am so ready for the first UGA football game.,excited
I FINALLY get my lawn mower fixed on thursday..and I am strangely excited to use it and have my yard nice again!,excited
In the past_comma_ I was jobless for 14 months. So now_comma_ I am putting a lot of money in my savings in case this happened again.,excited
My son signed up for this program and I felt so anxious about it the day I had to drop him off,excited
I got off work at 10am today!  Time to head to the beach.,excited
I am looking forward to the end of the month. I am happy about football officially starting,excited
In a couple weeks my wife and I will be finding out the gender of our second child,excited
I'm excited about teh Spanish football season starting soon,excited
In the months before my move across the country _comma_ it was all I could think about and the days felt so short.,excited
MY new laptop is coming monday. I got exactly what I wanted!,excited
I ordered a really nice new car and I am just waiting for it to be delivered. I can't wait!,excited
I cannot wait for the new super smash bros game_comma_ it looks amazing!,excited
When I was little and I found out that we were going to the amusement park . ,excited
I am looking forward for the new pizza joint to open up here.  I can't wait to eat there.,excited
I am excited about my work this week. It is promotion time and I am going to be promoted!,excited
I can't wait for date night. It relaxes me.,excited
I finally get to go on vacation for the first time in 5 years!  Only 7 more days away!,excited
I pre-ordered a video game that comes out in the fall. November can't come fast enough!,excited
I can't wait for school to start in 2 weeks. I need a break from my  kiddos.,excited
I can't wait for next Sunday.,excited
Next month we are finally taking a family vacation. It's been so long_comma_ it seems!,excited
I have felt this way when waiting for my son to be born.,excited
I cannot wait for the new super smash bros for the nintendo switch,excited
I am hoping to have  anew job by the end of next week,excited
I wish to be at my friend's birthday tomorrow,excited
Day after tomorrow we planned to go a family trip. I'm anxious to go for it. ,excited
I was excited to visit Disney World for the first time!,excited
i cant wait for next week!,excited
I am so ready for this weekend. I am going to a party.,excited
Today is my birthday and I am going to party this weekend!,excited
I am excited for the new super smash bros_comma_ I cannot wait any longer,excited
waiting for christmas! ,excited
I had what felt like a great interview and I was waiting to hear back.,excited
I'm going back to college in a few weeks. I get my own room in this really new_comma_ nice place so I'm really looking forward to it.,excited
I have felt this way while waiting to take my gre.,excited
I am going to the fair this weekend!,excited
I am so ready for my first hockey game this winter.,excited
I could not wait to go see a movie last week with friends. I needed it,excited
I could not wait for last weekend. We were going to some new breweries,excited
Next week_comma_ I am going to Las Vegas! I can't wait for it!,excited
I can't hardly wait for the outcome of Strzok testimony yesterday. It would be interesting to watch for time to come. Criminal investigation coming to conclusion and what to do about Strzok and his evilness. ,excited
I'm always stoked for money making opportunities ,excited
I am looking forward to the weekend. The new soccer season starts,excited
I'm looking forward to my daughter's Fall concert.,excited
School starts tomorrow and I can't wait!,excited
I'm headed off to college soon. This is so scary.,excited
i was glad to see i was able to get on time today,excited
There is a craft fair I just love to go to. They have such wonderful things. I couldn't wait to go. ,excited
Going to some mma fights!,excited
I start my new job tomorrow! I have never been so hyped!,excited
Next week_comma_ I am going to Las Vegas! I can't wait for it!,excited
I have a three month trip planned starting in September. I have been counting down the days until I leave.,excited
There's a group project coming up and team members are totally random. I hope I get good people.,excited
Florida vacation coming up!,excited
There's a new cute girl on our volleyball team.,excited
I'm going to Las Vegas on Friday! I can't wait!,excited
School is starting soon. Getting that nervous feeling of being back in college again and having to make sure I can keep up with all of my assignments.,excited
When I was pregnant with my son I lived right down the street from Dairy Queen. I was obsessed with chocolate shakes! Every day my husband would bring one home from work and I would be so excited!,excited
I am going on a cruise next month with my friend. I have been saving up for this for so long. I have never been on a cruise before. I cannot wait!,excited
I can't stop thinking about when Christmas will be here. I love how New Years comes right after that.,excited
There is a new video game that I really want to get coming out in November. I can't wait for it to be released!,excited
Going to Florida soon!,excited
My mother is coming to visit me and I am so happy.,excited
I can't wait to see the new James Bond movie.,excited
I'm pumped for my next leg day. Been eating really well lately and getting enough sleep_comma_ I'm gonna go all out,excited
I could not wait for last weekend. We were going to some new breweries,excited
I got some BHB salts that are for keto in the mail today and I am VERY intrigued and couldn't wait to try them! I sometimes eat too many carbs or sugar now and again and wanted a way to get back in too ketosis quicker.,excited
I can't wait to be off work,excited
I can not wait for my cruise during Thanksgiving.,excited
I had a date last night and I spent all day looking forward to it. I clean up the whole house and spent a long time getting myself ready.,excited
I cant wait for saturday to get here!,excited
School starts tomorrow and I can't wait!,excited
The other evening watching the World Cup soccer I was full of anticipation_comma_ hoping that England would make it to the final,excited
I'm excited to play the new World of Warcraft expansion today! It should be really fun!,excited
I am waiting on my grad school interview. ,excited
I am going on a cruise to the Bahamas next month. I have been waiting for this for so long. I cannot wait.,excited
My wife bought me a fine birthday gift,excited
The other day i ordered a large group of books i've been wanting forever.,excited
I cant wait for this is us to come back on it is my favorite show,excited
I'm really psyched because my brother just asked me to be his best man. I can't wait for the bachelor party!,excited
I cannot wait for the newest Pokemon game_comma_ it looks amazing to me!,excited
 I am really looking forward to the new movie.,excited
I am anxiously awaiting a second puppy from a dog I rescued. I thought she might be pregnant but then I thought she wasn't after a week. Well...today proved that wrong! She is a bit neurotic as a mother though,excited
I cannot wait for the new super smash bros for the nintendo switch,excited
I've been waiting all day to talk to another human being. I'm homebound at the moment with an illness and I love social contact.,excited
My girlfriend is mad at me_comma_ and I feel like when we try to have another discussion tomorrow about why we're fighting_comma_ she's just going to get even more angry with me. We're not the best at communicating.,excited
it happens in my work place,excited
I just finished my final exams and have been constantly checking my phone to see if the marks have been uploaded.,excited
I have a 2 week vacation coming up that I am looking forward to. It's so hard to work when you can't wait!,excited
I'm taking my daughter to the zoo for the first time tomorrow.... I can't wait!,excited
I am excited for the new super smash bros game coming out for the nintendo switch soon,excited
The new wow expansion just launched.,excited
I got pretty happy and joyful yesterday. We were going to see a movie I had wanted to see,excited
I'm happy for my girls going back to school this fall.,excited
i am going to a concert sunday and i cant wait.,excited
I've been waiting to hear news about a job I interviewed for last week and I just got the phone call that the job is mine.,excited
i saw the new resident evil 2 trailer i was pumped,excited
I got happy when my brother said we were going on a trip. I was happy,excited
I'm planning on going to a party with my girlfriend after work. It's supposed to be a lot of fun! I can't wait to go!,excited
I was much surprised to receive a hike in my salary.,excited
I am so ready to go to the Yankees game tomorrow.,excited
I love dogs and yesterday I got to watch a friend's puppy for a week while they were on vacation. He was adorable.,excited
I cannot wait until we go on vacation next year.  We are headed to Florida to do all the beach things.,excited
Beach vacation coming up!!,excited
I am having some issues with my manager. I have the feeling that I getting fired by the end of this week_comma_,excited
I get some great supplements tomorrow in the mail that I think will really help a lot of my health issues. They are real food type powders and seem to help a lot of people!,excited
I can't wait for the new Super Smash Brothers game to be released_comma_ it seems like a lot of fun.,excited
I'm going to a concert this weekend for one of my favorite bands.,excited
when I was kid my parents planned a trip to Disney world. It was the longest wait of my life. ,excited
I am looking forward to camping with my friends! It will be a great time.,excited
I was really excited to hear that my son was playing in a band!,excited
I am back to work tomorrow. I am happy to go back to work.,excited
My husband gets back from a month long business trip on Friday! I'm really looking forward to it!,excited
My aunt is coming to visit.,excited
When I went to the baseball game I was sitting in the outfield. I heard a loud crack as the batter swung. I looked up in excitement and actually caught the ball with my bare hands!,excited
I am getting a new cat tree tomorrow_comma_ it finally went on sale. One I have wanted for a long time that I see in my pet store! I am not happy unless I get something 80% off or more.,excited
I'm excited for school to start and for the kids to get out of my hair for at least some of the day!,excited
I met Elton John at one of his concerts because I brought him flowers to the stage.,excited
School starts back up next month and I am looking forward to it.,excited
im getting a new fridge tomorrow ,excited
I can't wait to get my new galaxy note 8!,excited
My wife and I are going on vacation next week. We're satying in a cabin in West Virginia.,excited
We packed up the girls around 4am one morning and headed out on the road.  We ended up at Disney that evening_comma_ they were so surprised.,excited
I'm loking forward to the football season starting,excited
Tomorrow is payday...I am looking forward too it and NOT in a few ways...I don't know what will happen. But either way I am not letting it bother me.,excited
I'm going camping with my buddy in a couple weeks and I'm pumped.,excited
When a new exciting game comes out!,excited
I start my new job tomorrow. I am so ready to be doing something new. ,excited
I'm looking forward to the future.,excited
I am excited for the baseball playoffs.,excited
MY son is getting evaluated wednesday so he can start school early.,excited
My friend just transferred to my school. I'm so happy.,excited
My dog is coming home from doggy day care.  I can't wait to see him.,excited
I cannot wait for the new super smash bros_comma_ it is gonna be amazing,excited
Dove season opens next weekend.,excited
I finally got to see my favorite baseball time team play in person. It was a dream come true.,excited
I'm texting 2 girls right now_comma_ one 18 and one 24 both smart and super attractive.  I'm curious to see who I'll end up dating first,excited
I am so hype for the new super smash bros_comma_ are you a fan of the series?,excited
I can't wait til my birthday next year. I'm gonna take a cruise,excited
 I am excited for the new super smash bros game coming out for the switch soon,excited
i am thinking the chargers are going to be great! we have a really good roster,excited
My best friend is coming to visit me tomorrow.  I can't wait until she gets here.,excited
I'm anxiously awaiting for my child to start kindergarten. ,excited
I am super excited to finally get some new perfume today. It's hard when you're poor.,excited
Could remember the feelings of the Christmas season,excited
waiting for my house to sell ,excited
I can't wait to see The Weeknd in concert tonight.,excited
I can't wait to go the cinema this weekend. I'm really excited.,excited
I am going to meet up with a special friend I haven't seen for  years,excited
I can not wait till Christmas.,excited
I'm anxiously awaiting for my child to start kindergarten. ,excited
I am hopeful about moving out of this town.,excited
I just won the best write in my state for the third time. I am feeling on top of the world ,excited
I finally made reservations at the beach for next month for a family reunion. Can't wait to get away for awhile.,excited
I feel ashamed for eating an entire pack of cookies,excited
I realized I got my birthday off from work and still payed for it!,excited
I am so pumped for the new Super Smash Bros game_comma_ it looks amazing,excited
I am looking forward to going boating this weekend,excited
When I won a hundred dollars on a scratch off ticket. I felt very lucky in that moment.,excited
In september I should be getting a sort of bonus check.  I'm gonna use it to pay off my truck and I can't wait,excited
I was excited to visit Disney World for the first time!,excited
A movie i have been waiting for for a while is coming out soon. I have already bought tickets.,excited
My husband said he is buying me a new car for my birthday. I can't wait! ,excited
I can't wait to start my new job soon_comma_ it's going to be awesome!,excited
I am super excited for the new super smash bros!,excited
I start my new hob next week. I am very nervous and not sure what to expect.,excited
I dropped my friend's birthday cake on some kid.,excited
i cant wait for the weekend!,excited
One more month and I get to go on a vacation to the beach!  Its been 5 years so I'm chomping at the bit!  Yay!,excited
I just got the job that I applied for_comma_ and a sign on bonus,excited
I can't wait for the new Insurgency Sandstorm video game to come out on Steam. It was supposed to come out this summer but no news yet.,excited
I found 5 packs of gluten free cookies on clearance at my grocery store yesterday. I am a simple person_comma_ stuff like being able to have a bunch of cookies that are good for me and so cheap excites me!,excited
I get excited the day before Christmas.,excited
Tomorrow we're supposed to go to an amusement park. I haven't been to one in a long time_comma_ so I'm excited.,excited
I am going to Boston in a couple weeks!  I have never been and am really excited and looking forward to it!,excited
After living in my home for 19 years_comma_ I'm remodeling my kitchen! It's so much fun to pick everything out!,excited
I can't wait for the new season of this is us. That is the best drama out there.,excited
I love pizza and finally got to go to Chicago to have the real deep dish experience.,excited
Been waiting to hear back from my wife. She's at the doctor getting checked_comma_ and we've been trying for a baby for a long time.,excited
going to see my favorite band,excited
cant wait for football season to start up soon,excited
I am feeling a blue wave coming in november.,excited
When i was younger i had a to get ready for a camping trip. People told me not to bring a rain tarp but i brought it anyways.,excited
I can't until next summer! This past summer was such a happy moment in my life!,excited
I am going to go see a band I have wanted to see for a long time. I had tried in the past but it just hadn't worked out.,excited
I'm going camping next weekend. It's finally stopped raining.,excited
I get to visit my family next week. I am so stoked. I have not seen them in forever!,excited
I'm ready for Fall.,excited
I get off work in 45 minutes. I can't wait.,excited
I went to the perk to meet with a friend I havent seen in a long time,excited
Football season is almost here. i cant wait,excited
I finally made reservations at the beach for next month for a family reunion. Can't wait to get away for awhile.,excited
I am looking forward to camping with my friends! It will be a great time.,excited
I'm leaving town tomorrow  for a mini vacation.,excited
I'm getting me some of that Costco $10 large pizza this weekend.,excited
My friend is at Chipotle getting me some burritos.,excited
I was getting my nose pierced tomorrow!,excited
Just got my tickets for Halloween Horror Nights.,excited
They're putting up a new playground near my house.  I'll be able to walk there with my son.,excited
The 2018 Football season is just about upon us!  I can hardly wait!,excited
Last year I got to see one of my favorite singers in concert. I had seen him before but I was really looking forward to this time because I was taking my children.,excited
I am having my first child in a couple of months and I am anxious about it.,excited
The day I got the email saying I had been accepted into my university of choice was amazing,excited
I was waiting on my best friend to come over so we could watch a movie but she did not show up,excited
ready for a vacation. ready to get out there and relax! ,excited
I am looking forward to my wedding night,excited
Vacation is soon!,excited
my sister is having her first baby,excited
My birthday is coming up this week. I'm feeling so excited!,excited
I'm predicting a very warm summer this year.,excited
Shortly after I got married_comma_ my wife and I decided that we wanted to have kids. When we found out she was pregnant_comma_ we couldn't wait to find out if we were having a boy or a girl.,excited
My cats are at the vet getting checked out_comma_ they've both been fairly ill recently and I'm wishing them the best! They're all the pets I have right now.,excited
MY new laptop is coming monday. I got exactly what I wanted!,excited
When my dad bought me tickets to a music festival. I got to travel to Montreal.,excited
I can't wait until Madden 19 comes out next week.  I get it every year and it helps me look forward to football season!,excited
We are going on a cruise next year for Spring Break. We have never been before. It is going to be so much fun and we are so excited.,excited
I haven't had Mexican food in so long.,excited
I will go on vacation next week_comma_ so I am very stoked about that!,excited
I remember when I won my first Starcraft match.,excited
I can't wait till next week.  School starts on Monday.,excited
looking for a mailed check that hasn't yet arrived. i needed it before i left town for a weekend.,excited
i was happy to see that i have next week off!,excited
I can't wait until all of my kids are out of the house. I love them but gee whiz,excited
I am so ready for the Life Is Beautiful Music Festival.,excited
I'm excited for the upcoming UFC this weekend. I already ordered the PPV and am so ready!,excited
The time my mom got me a puppy. It was a husky!,excited
I can't wait for the movie Mile 22 to come out. I love seeing UFC fighters in movies!,excited
i was happy when i saw i got the day off!,excited
i cant wait to go on my trip next week,excited
I just got the job that I applied for_comma_ and a sign on bonus,excited
MMA shows tomorrow.  Taking my nephew!,excited
i was happy to see that i have next week off!,excited
My son won a contest. As part of him winning we got to go to an NFL game,excited
im going to a show on sunday! i expect it to be very good,excited
im getting a new fridge tomorrow ,excited
I cannot wait for the new super smash bros game_comma_ it looks amazing!,excited
Looking forward to getting my new vacuum for the SECOND time tomorrow. I hope it works..I swear I will cry if it doesn't.,excited
My parents always taught me the value of patience.  A couple of Christmases ago I woke up on xmas eve to see if gifts were there but there was nothing...then the next day I got an xbox 360,excited
The day I got the email saying I had been accepted into my university of choice was amazing,excited
Planning to go travelling around the world,excited
i was happy when i won the lottery!,excited
I participated in a dance contest at my school last month. I practiced hard for the competition. I ended up winning the competition!,excited
I'm predicting a very warm summer this year.,excited
my last paycheck to come in the mail ,excited
I am getting ready to go on a vacation to China. The anticipation is really exciting but it is also pretty exasperating. There seems like there are a million things I still need to do before I go.,excited
ready for a vacation. ready to get out there and relax! ,excited
I am waiting to see if I pass my graduate exam and I am feeling this way.,excited
I start my new hob next week. I am very nervous and not sure what to expect.,excited
I can't wait to get paid on Saturday! I worked overtime 4 times this weekend and my check should be fat!,excited
I was pretty happy I got to hang out with friends this weekend. It had been awhile,excited
I have a very good feeling about the upcoming football season.,excited
We just purchased a new car. Its so fancy. ,excited
I am hoping to join the Army,excited
My son won a contest. As part of him winning we got to go to an NFL game,excited
I am going camping next week,excited
I just won the best write in my state for the third time. I am feeling on top of the world ,excited
I can't wait for the new Insurgency Sandstorm video game to come out on Steam. It was supposed to come out this summer but no news yet.,excited
Im looking forward to the Spanish Supercopa tonight.,excited
Last weekend I took my daughter to Catalina for the first time. I was so elated to take her camping and see the experience through her eyes. I bought all of the items for smores and a cute pink coleman sleeping bag. I told her about campling and showed her a couple cartoons. I obesessed and planned out everything we would do.,excited
the birth of my twins,excited
There is a concert coming to town and I can hardly wait to see it.,excited
I can't wait to eat my sub.,excited
I have been in vacation in Mexico for one week now. I am buying gifts for my family before coming back.,excited
When I'm in a nightclub and I see a bunch of cute girls I try not to start hitting on all of them at the same time...I wait til the one who's been dancing the craziest and most sensual finishes dancing then I start chatting her up after,excited
We leave early tomorrow to Disney World_comma_ Woohoooo!,excited
My mom and dad are flying to come visit me! I haven't seen them in an awfully long time. I miss them!,excited
I can't believe my luck! I won $250 on a $1 scratch off ticket. I really needed that money too!,excited
Beach vacaction coming up wooot!!!,excited
So stoked to go to the beach in a couple weeks!!,excited
I am taking a trip to my hometown soon! It has been so long since I've been there!,excited
I cant wait for christmas. We are getting a new tree and new start! ,excited
I am feeling a blue wave coming in november.,excited
I'm going water skiing next weekend. It's going to be such a breather from all this heat we've been getting lately.,excited
I am so ready to go skydiving this weekend. ,excited
My friend just transferred to my school. I'm so happy.,excited
I just ordered from a new restaurant. I hear its really good.,excited
Sunday will be so fun_comma_ I can't wait!,excited
I was on the edge of my seat watching the local election results. I was hoping my candidate would win.,excited
My company got a huge order. I think it will be a busy few months.,excited
I could not wait for Christmas last winter. I was going to see family for the first time in awhile,excited
I can not wait for preseason football Thursday.,excited
I can't wait for the summer to be gone.,excited
I am really looking forward to fall already ,excited
I published my first research paper and it was accepted into scientific journals!,excited
I ordered a dna test for my new puppy to see what breeds he is. I can't wait for the results I'm so excited!,excited
Tomorrow I'm finally having a day off where I can enjoy going to the mall... I can't wait!,excited
I cannot wait for the new super smash bros for the nintendo switch,excited
I am going to a concert later tonight.  I can't wait to go.,excited
I cannot wait for the new super smash bros for the nintendo switch,excited
When I was accepted to college_comma_ I got to travel there and search for an apartment. My family and I took a plane there and I was ecstatic. I love riding in planes and going to see my college just made it more fun and interesting.,excited
I got a call from the animal shelter_comma_ and they found my dog! She went missing on Friday.,excited
We are going to disney world for christmas!,excited
I won a $2 lottery ticket.,excited
I am super excited to try a few new supplements I have learned about.,excited
On my drive home from work I noticed there were a lot of dark clouds rolling in. Usually this means there will be a lot of rain. I anticipated thunderstorms and was right.,excited
School starts back in 2 weeks.  I'm really looking forward to meeting my new students.,excited
I was so happy for thanksgiving this last year. I was going with friends,excited
I'm going to Virginia next weekend. I'm really looking forward to the trip!,excited
I got happy when I knew I was going to six flags. I could not wait,excited
I heard on the radio that there will be a Beyonce concert coming to my city soon.,excited
I have 2 kids and I can't even tell you how nervous and excited I was coming up to the last few weeks before they were due. There's no real words to explain it because it's just so amazing to know you'll be meeting your baby for the first time!,excited
I'm anxiously awaiting for my child to start kindergarten. ,excited
I've got lasagna in the oven. I hope it turns our well!,excited
I ordered something online last week and I've been waiting for it to come on the mail ever since,excited
I'm going on my first cruise!,excited
I'm really excited that football season is right around the corner. I'm ready to see what my favorite teams will do this season. ,excited
I am ready for the end of summer party.,excited
I am going to go see a band I have wanted to see for a long time. I had tried in the past but it just hadn't worked out.,excited
The most beautiful thing in the whole world have just happened to me ,excited
Just got back from a job interview. I was able to answer all the questions and the recruiter seem impressed.,excited
Nephew plays football this year,excited
I am so hype for the new super smash bros_comma_ are you a fan of the series?,excited
Shortly after I got married_comma_ my wife and I decided that we wanted to have kids. When we found out she was pregnant_comma_ we couldn't wait to find out if we were having a boy or a girl.,excited
Today is my birthday and I am going to party this weekend!,excited
am so joyful after i received a special gift from my spouse,excited
I am looking forward to  a good match today. I have worked hard ,excited
I am ready for the weekend_comma_ I get to go see my favorite band.,excited
School is about to start and I can't wait!,excited
School is starting soon. Getting that nervous feeling of being back in college again and having to make sure I can keep up with all of my assignments.,excited
This past February we went to Walt Disney World.  We weren't sure we were going to be able to go_comma_ but in December we realized we would be able to.  I couldn't wait for the next two and a half months to go by!,excited
I found 5 packs of gluten free cookies on clearance at my grocery store yesterday. I am a simple person_comma_ stuff like being able to have a bunch of cookies that are good for me and so cheap excites me!,excited
"I can't wait for the delivery man to arrive.  I ordered a huge 70"" television.",excited
I am ready for the Frozen Four.,excited
I have a dentist appointment next week and I don't want to go. My tooth hurts really bad.,excited
These days I'm always feeling on the verge of something awesome about to happen.  I don't know what it is it must be the winning streak I'm on these days,excited
I'm waiting for this semester to start so I can get it over with.,excited
I got invited to a trip last week and was super  happy,excited
every time friday comes ,excited
I cant wait to go on my end of summer trip,excited
i saw the new resident evil 2 trailer i was pumped,excited
This week is a big week for me at my job. I should find out if I get a bonus or not.,excited
Me and my partner are expecting our baby to arrive in two month. It will be our first baby,excited
I won $200 tonight,excited
I am happy that the NFL season is starting!,excited
I am looking forward to the winter.  I can't wait for the cold.,excited
Just got a house for 10k. It's really broken down_comma_ but I hope it'll be nice after we fix it up.,excited
I feel excited that the new footbal season is about to start. I own a team in spain and want to see them do well.,excited
School starts next week!  Hooray!  I can't wait to see my youngest start high school!,excited
I booked a vacation next week and it's going to be fun!,excited
i cant wait for this friday!,excited
I remember waiting for the Nintendo Switch to come out_comma_ I was so excited_comma_ I still love using it every day!,excited
I cannot wait until next summer.  We are taking our daughter on her graduation trip to Florida to see Winter the Dolphin.,excited
My big soccer game is tomorrow. So excited that I can't even sleep.,excited
I'm taking a trip to New York for the first time! I am looking forward to it!,excited
I am looking forward to the new football season.  I can't wait for it.,excited
I am excited for the new super smash bros game coming out for the nintendo switch soon,excited
I texted one of my old buddies from years and years ago and he not only responded_comma_ but we met up for lunch yesterday and had a great time! Now we're gonna hang out again on Sunday and I'm so pumped!,excited
i am currently waiting for my nephew to be born,excited
I am excited.  School starts Monday and I am working in an alternative school.  That makes it more exciting.,excited
i am going to a show this weekend_comma_ i expect it to be awesome,excited
I can’t wait to go on a blind date,excited
On my last birthday I went skydiving. I'm afraid of heights_comma_ but I was still excitied about the prospect.,excited
I am so ready to go on vacation. I leave next Friday for the beach.,excited
Last weekend I took my daughter to Catalina for the first time. I was so elated to take her camping and see the experience through her eyes. I bought all of the items for smores and a cute pink coleman sleeping bag. I told her about campling and showed her a couple cartoons. I obesessed and planned out everything we would do.,excited
I was really excited when my daughter came home from college to visit me.,excited
I am going to eat at my favorite restaurant tomorrow. I am really looking forward to going.,excited
There's a new restaurant opening up. I'm going to apply for a job there.,excited
I waiting to find a good show to binge on. Ive seen everything,excited
